Sakoen,Pronunciation,Part of speech,English
niread pai,/niɾead paɟ/,nin.,jewel
nirim,/niɾim/,v.,sniff; smell (sense with nose)
nirshuvhec'a,/niɾʃuɸeʧa/,v.,argue
nirshuvhech,/niɾʃuɸeʧ/,nin.,argument
nirvhizun,/niɾɸiθun/,v.,devote
nis,/nis/,nin.,fact; evidence
niso,/niso/,adj.,evident
nit,/nit/,nin.,summary
nitsod,/nitsod/,nin.,spasm; orgasm; seizure
niudksu,/niudksu/,nin.,house
nives,/nives/,nin.,letter (written document)
nizauv,/niθauv/ [niθauɸ],v.,divide; segregate
nizauvan,/niθauvan/,nin.,division
nizdot,/niθdot/,nin.,engine; motor
no,/no/,det.,from the; from some
noarvai,/noaɾvaɟ/,v.,run
nobmutem,/nobmutem/,nin.,opinion
nobteke,/nobteke/,adj.,aware; conscious
nobzuge,/nobθuɣe/,nin.,salad
noire,/noɟɾe/ [noɟɯe],v.,catch; capture; seize
nokseed,/nokseed/,nin.,yacht
nolgoksi,/noʎɣoksi/,v.,uncover
nomipot,/nomipot/,nin.,town
nomrur,/nomɾuɾ/ [nomɯuɾ],nin.,carriage
nomtedja,/nomtedɟa/,v.,glow
novhruvhte,/noɸɾuɸte/ [noɸɯuɸte],nin.,present (time)
noz,/noθ/ [nos],nin.,excrement
nu,/nu/,nin.,millennium
nud,/nud/,conj.,since
nuevli,/nuevʎi/,v.,invade
nuiksazu,/nuɟksaθu/,nin.,flour
nuksa,/nuksa/,adj.,hard; difficult; firm
nuksiwa,/nuksiwa/,adj.,clean
nuksiwa,/nuksiwa/,v.,clean
nulu,/nuʎu/,nin.,pandemic
num,/num/,nin.,ministry
numebup,/numebup/,nin.,bulb (plant root)
numnesuz,/numnesuθ/ [numnesus],nin.,health
numnesuzo,/numnesuθo/,adj.,healthy
nunip,/nunip/,nin.,siren
nunshuvhksa,/nunʃuɸksa/,adv.,only; merely; hardly
nuoh,/nuoh/ [nuo],v.,stall
nuorlel,/nuoɾʎeʎ/,v.,invite
nusash,/nusaʃ/,adj.,cute
nusbi,/nusbi/,v.,trip; slip
nutguru,/nutɣuɾu/,adv.,aboard
nutlumat,/nutʎumat/,nin.,dungeon
nutut,/nutut/,nin.,orchard; plantation
o,/o/,part.,indirect object particle: {obj} + part
ob,/ob/,nin.,powder
objeksu,/obɟeksu/,nin.,river; stream; creek; current
obkse,/obkse/,adj.,nervous
obksuii,/obksuiɟ/,nin.,crumb
obmebjii,/obmebɟiɟ/,v.,look out; watch out
obulkoz,/obuʎkoθ/ [obuʎkos],nin.,funeral
obuvhdet,/obuɸdet/,nin.,case; event (occurrence); situation (circumstances; context)
obvhuav,/obɸuav/,nin.,referendum
oc'ishziz,/oʧiʃθiθ/ [oʧiʃθis],nin.,sympathy
oc'ogkso,/oʧoɣkso/,nin.,chemical
ochdiz,/oʧdiθ/ [oʧdis],nin.,root
ochksa,/oʧksa/,part.,undefined
ochrii,/oʧɾiɟ/ [oʧɯiɟ],nin.,candy; vagina (slang)
ochtem,/oʧtem/,nin.,tuna
od,/od/,det.,many
odbui,/odbuɟ/,adj.,static
odgian,/odɣian/,v.,bite; chew; graze (feed on)
odvez,/odveθ/ [odves],nin.,array; spectrum
og,/oɣ/,det.,any
ogamnu,/oɣamnu/,nin.,jelly
ogateb,/oɣateb/,nin.,propaganda
ogaz,/oɣaθ/ [oɣas],v.,repeat; replicate
ogazan,/oɣaθan/,nin.,repetition
ogkso,/oɣkso/,v.,grow up
ogmuev,/oɣmuev/,nin.,theory; thesis
ogot,/oɣot/,nin.,harmony; melody
ogpiz,/oɣpiθ/ [oɣpis],adj.,alternate
ogshuz,/oɣʃuθ/ [oɣʃus],v.,touch
ogvhotov,/oɣɸotov/,v.,govern
ogvhotovan,/oɣɸotovan/,nin.,government
ogzivhuz,/oɣθiɸuθ/ [oɣθiɸus],nan.,fan (enthusiast)
oh,/oh/ [o],nin.,member
ohiter,/ohiteɾ/,nin.,horn
ohkodnil,/ohkodniʎ/ [okodniʎ],nin.,tragedy
ohksa,/ohksa/ [oksa],v.,worship
ohodoh,/ohodoh/ [ohodo],v.,move; come
ohodohan,/ohodohan/ [ohodoan],nin.,movement; motion
ohovhdas,/ohoɸdas/,v.,attend; date; go out; show up
ohug,/ohuɣ/,v.,innovate
ohvha,/ohɸa/ [oɸa],v.,hurt; injure; harm
ohzimub,/ohθimub/ [oθimub],prep.,around
oi,/oɟ/,adv.,already
oibam,/oɟbam/,nin.,look; appearance (looks)
öira,/oiɾa/ [iːɾa],part.,can; could
oishemji,/oɟʃemɟi/,nin.,belly
oishil,/oɟʃiʎ/,nin.,fantasy; illusion
ojarbir,/oɟaɾbiɾ/,nin.,theater; arena
ojonpan,/oɟonpan/,v.,judge
ok,/ok/,nin.,bone
okech,/okeʧ/,nin.,education
okel,/okeʎ/,nin.,beauty
okelo,/okeʎo/,adj.,beautiful
okesib,/okesib/,nin.,body; corpse
okesib akaizo,/okesib akaɟθo/,nin.,vest
oknasho,/oknaʃo/,adj.,probable
oknashoi,/oknaʃoɟ/,adv.,probably
okot,/okot/,nan.,wife
okriech,/okɾieʧ/ [okɯieʧ],part.,undefined
okrumvhi,/okɾumɸi/ [okɯumɸi],v.,separate
okshe,/okʃe/,nin.,skirt
okshes,/okʃes/,v.,insist; demand
ol,/oʎ/,v.,become (begin to be); become (change into)
olc'eksa,/oʎʧeksa/,v.,squat
ollutrom,/oʎʎutɾom/ [oʎutɯom],v.,hold; grip
olod,/oʎod/,v.,might
olsat,/oʎsat/,adj.,blue
olsozik,/oʎsoθik/,nin.,mud
olti,/oʎti/,v.,matter
olus,/oʎus/,v.,shock; stun
olutgid,/oʎutɣid/,nin.,blouse
olvu,/oʎvu/,nin.,gravity
olzidoz,/oʎθidoθ/ [oʎθidos],nin.,pavement
olzoma,/oʎθoma/,nan.,professor
om,/om/,nin.,match (game); contest
omanoc'em,/omanoʧem/,nan.,kitten
omanoch,/omanoʧ/,nan.,cat
omdei,/omdeɟ/,nan.,officer
omen,/omen/,nin.,tea
omipbur,/omipbuɾ/,nin.,hatch
omjija,/omɟiɟa/,adj.,lazy
omlanga,/omʎanɣa/,nin.,crisis
omshoi,/omʃoɟ/,nin.,traffic
omtan,/omtan/,nin.,spike; thorn
omubgi,/omubɣi/,nin.,goal (objective); target
omuz,/omuθ/ [omus],adj.,flat
omvo,/omvo/,nin.,voice
on,/on/,adj.,weak; fragile
onichpat,/oniʧpat/,adj.,passive
onkazan,/onkaθan/,nan.,dragon
onkso,/onkso/,nin.,diamond
onosis,/onosis/,nin.,cage
onudksu,/onudksu/,v.,study; learn
onudksu,/onudksu/,nin.,study
onvavhai,/onvaɸaɟ/,nin.,will
op,/op/,v.,favor; advocate
opkse,/opkse/,v.,report; notify; inform
opkse,/opkse/,nin.,report
opksu,/opksu/,nin.,crime
opraip,/opɾaip/ [opɯaip],nin.,surgery
optid,/optid/,nan.,passenger
opumksa,/opumksa/,nan.,fetus
opzo,/opθo/,nin.,hut
or,/oɾ/,prep.,near
orbovhim,/oɾboɸim/,nin.,diaper
orimvhai,/oɾimɸaɟ/,v.,remind
os,/os/,pron.,nothing
osaz,/osaθ/ [osas],conj.,and
osbom,/osbom/,adj.,confidential
osedshui,/osedʃuɟ/,v.,spend
osez,/oseθ/ [oses],v.,bake
osh,/oʃ/,adv.,about
oshash,/oʃaʃ/,nin.,band (musical group)
oshashdul,/oʃaʃduʎ/,nin.,geography
oshav,/oʃav/,nin.,tunnel
oshdib,/oʃdib/,v.,warn
osheb,/oʃeb/,nin.,comedy; humor
oshki,/oʃki/,v.,stack
oshksoshe,/oʃksoʃe/,v.,pronounce
oshlajuz,/oʃʎaɟuθ/ [oʃʎaɟus],v.,hum
oshlutmul,/oʃʎutmuʎ/,nin.,shelf; rack
oshovhmo,/oʃoɸmo/,v.,act; behave
oshovhmoan,/oʃoɸmoan/,nin.,behavior
oshovhmoan,/oʃoɸmoan/,nin.,action (movement)
oshpem,/oʃpem/,nin.,festival
oshpem jevhmëich,/oʃpem ɟeɸmeiʧ/,nin.,holiday
oshvhawur,/oʃɸawuɾ/,nin.,web; net
osik,/osik/,v.,know (a fact); know (be acquainted with)
osiko,/osiko/,nin.,knowledge
osksu,/osksu/,nin.,agriculture
osni,/osni/,adj.,permanent
osozed,/osoθed/,nan.,elf
ospevhlo,/ospeɸʎo/,adj.,similar
ot,/ot/,adj.,big; great (very large); popular; loud
ot,/ot/,det.,to the; to a
ot ibksoror,/ot ibksoɾoɾ/,nin.,lake
otav,/otav/ [otaɸ],v.,pay
otem,/otem/,v.,notice
otoike,/otoɟke/,nin.,team
otte,/otte/ [ote],nin.,rope; string; thread
otvutil,/otvutiʎ/,nin.,memento; souvenir
ouh,/ouh/ [ou],num.,zero
ov,/ov/,prep.,above
ovc'om,/ovʧom/,nin.,army
ovc'omur,/ovʧomuɾ/,nan.,soldier
ovdii,/ovdiɟ/,v.,strip; reap; plow
ovdobel,/ovdobeʎ/,nin.,gas
ovet,/ovet/,v.,hail
ovhalko,/oɸaʎko/,nin.,night
ovhc'orto,/oɸʧoɾto/,nin.,dam
ovhdemi,/oɸdemi/,v.,bark; roar
ovhev,/oɸev/,v.,frustrate
ovhksi,/oɸksi/,nin.,equipment
ovhmurai,/oɸmuɾaɟ/,nan.,pirate
ovhshomup,/oɸʃomup/,nin.,kettle
ovhvhoksi,/oɸɸoksi/,nin.,dot; spot
ovhvib,/oɸvib/,nin.,chorus
ovksodim,/ovksodim/,nin.,chapter
ovkunom,/ovkunom/,adj.,ready
ovlisvhur,/ovʎisɸuɾ/,v.,need (require); need (lack)
ovlisvhur,/ovʎisɸuɾ/,nin.,need
ovumkse,/ovumkse/,v.,flirt
ovumkseb,/ovumkseb/,adj.,flirtatious
ovzusdu,/ovθusdu/,nin.,crew; crowd
owab,/owab/,nin.,nostril
owavhach,/owaɸaʧ/,v.,erode
oweb,/oweb/,nin.,fixture
owig,/owiɣ/,nin.,mass
owiz,/owiθ/ [owis],nin.,gene
oz,/oθ/ [os],nan.,spirit
oz buise,/oθ buɟse/ [os buɟse],nin.,mood
ozbinsho,/oθbinʃo/,prep.,per; for each
ozgekar,/oθɣekaɾ/,v.,would
ozin,/oθin/,v.,collapse; topple
oziv,/oθiv/ [oθiɸ],nin.,shovel
ozpake,/oθpake/,v.,convert; adapt; translate
ozuk,/oθuk/,adj.,exotic
ozvhuvhksu,/oθɸuɸksu/,conj.,even
ozzo,/oθθo/,v.,be (age)
pa,/pa/,num.,seven
pabke,/pabke/,v.,drench; saturate
pabshoiksi,/pabʃoɟksi/,nin.,fungus
pac'odru,/paʧodɾu/ [paʧodɯu],v.,call (cry out)
paer,/paeɾ/,v.,fill
pago,/paɣo/,nin.,factor
pai,/paɟ/,nin.,rock; stone; granite
paipul,/paɟpuʎ/,adj.,blonde
paiseb,/paiseb/,num.,hundred
pakme,/pakme/,num.,million
pal,/paʎ/,adj.,other; spare
palksi,/paʎksi/,nin.,nose
pam,/pam/,v.,drive; ride
pam ksulem,/pam ksuʎem/,nin.,saddle
pan,/pan/,nin.,tin
panale,/panaʎe/,v.,inhabit
paniudksu,/paniudksu/,nin.,mansion
panjepe,/panɟepe/,adj.,valid
pantiol,/pantioʎ/,nin.,apron
pasei,/paseɟ/,v.,check; examine; confirm
pasejan,/paseɟan/,nin.,exam
patilub,/patiʎub/,nin.,trunk (large box)
patsulzu,/patsuʎθu/,adj.,elegant
pavhkso,/paɸkso/,nan.,bird
pavhkso palksi,/paɸkso paʎksi/,nin.,beak
pavhmira,/paɸmiɾa/,adj.,left
pavhodjiken,/paɸodɟiken/,adj.,ancient
pazub,/paθub/,nin.,spring (coil)
pe,/pe/,v.,understand; comprehend; fathom
peas,/peas/,nin.,sling
peb,/peb/,adj.,excellent; fantastic; wonderful; fabulous; terrific; superb; fine (okay); amazing
pebrejod,/pebɾeɟod/ [pebɯeɟod],nin.,church; chapel
ped,/ped/,adj.,humble; modest
pedgolksa,/pedɣoʎksa/,adj.,fast; smart; intelligent
pego,/peɣo/,conj.,if
pei,/peɟ/,nin.,trunk (of tree); stem
peimasc'ei,/peɟmasʧeɟ/,nin.,homeland; motherland
pëir,/peiɾ/,nin.,puppet
peka,/peka/,num.,five
pekaseb,/pekaseb/,num.,fifty
pel,/peʎ/,prep.,to; towards
peno,/peno/,adj.,delicious
pepormob,/pepoɾmob/,nin.,switch
per,/peɾ/,adj.,dull; dim
pera,/peɾa/,nin.,tag
pes,/pes/,v.,dial
pevhbat,/peɸbat/,nin.,ritual
pewa,/pewa/,num.,two
pi,/pi/,num.,trillion
pibek,/pibek/,nin.,text; prose
pibevshu,/pibevʃu/,nin.,capsule; tablet
pidgom,/pidɣom/,nin.,land; earth; ground; soil
pidgom loadgi,/pidɣom ʎoadɣi/,nan.,landlord
pidopsi,/pidopsi/,v.,be (temporary state); be (located)
pidze,/pidθe/,v.,vote
pieniv,/pieniv/ [pieniɸ],nin.,romance
piluto,/piʎuto/,v.,circulate; publish
pilutoan,/piʎutoan/,nin.,circulation
pim,/pim/,nin.,scene
pimle,/pimʎe/,nin.,arrow (sign)
pir,/piɾ/,v.,insult
pirli,/piɾʎi/,v.,mock
pisme,/pisme/,v.,promise
pitib,/pitib/,nin.,uniform; costume; garment
pivhnaskse,/piɸnaskse/,nin.,race (ethnicity); ethnicity
pivhzibto,/piɸθibto/,adj.,false; fake
pivi,/pivi/,v.,reject; refuse; veto
pizdoka,/piθdoka/,v.,wait; linger
po,/po/,v.,forget
poab,/poab/,nin.,tornado
poc / enorec,/poc / enoɾec/ [pos / enoɾes],pron.,you; yours
podivo,/podivo/,nin.,burger
podozto,/podoθto/,adv.,so; very; really; therefore; thus; quite; rather
poeshkse,/poeʃkse/,adj.,easy; simple; poor
poeshksei,/poeʃkseɟ/,adv.,simply
poi,/poɟ/,nin.,paragraph; verse
pöik,/poik/ [piːk],v.,ask (invite); call (request the attendance of)
poipese,/poɟpese/,nan.,resident
pojivhab,/poɟiɸab/,adj.,buxom
pokogi,/pokoɣi/,v.,intend; mean (intend)
pol,/poʎ/,v.,gasp
polmuda,/poʎmuda/,nin.,parliament
pom,/pom/,nan.,mammal
pomkid,/pomkid/,nin.,comfort
pomkido,/pomkido/,adj.,comfortable
por,/poɾ/,nin.,knee
porgekso,/poɾɣekso/,adj.,sophisticated; intricate
pos,/pos/,nin.,part; piece; bit; portion
pot,/pot/,nin.,divorce
potezish,/poteθiʃ/,nin.,germ; bacteria
poukil,/poukiʎ/,adj.,pure; clean
pozovga,/poθovɣa/,v.,ban; prohibit; restrict; veto
puapshi,/puapʃi/,nin.,rifle
pub,/pub/,adj.,heavy; serious; obese
pubembo,/pubembo/,v.,patrol
pudc'ai,/pudʧaɟ/,nin.,empire
pudlui,/pudʎuɟ/,v.,break; split; tear
pudluja,/pudʎuɟa/,adj.,broken
puenzem,/puenθem/,v.,cull
puinjoi,/puinɟoɟ/,nin.,label
puksi,/puksi/,nin.,feast
puluksa,/puʎuksa/,nan.,male
pum,/pum/,nin.,gate; port
pumuproi,/pumupɾoɟ/ [pumupɯoɟ],v.,peek
purovhpa,/puɾoɸpa/,nin.,trumpet
put,/put/,nin.,sun; day
put,/put/,det.,with/using the; with/using some
putuzi,/putuθi/,v.,amuse
puvhdid,/puɸdid/,nin.,bridge
puvhivhur,/puɸiɸuɾ/,nin.,venue
puvhu,/puɸu/,nin.,irony
puvhuvh,/puɸuɸ/,adj.,ironic
puz,/puθ/ [pus],adj.,lethal; fatal
ra,/ɾa/,nan.,sibling
ra,/ɾa/,part.,direct object particle: {obj} + part
ra,/ɾa/,part.,direct object particle: {obj} + part
rago,/ɾaɣo/,conj.,either; and
rahil,/ɾahiʎ/,nin.,tap (faucet); valve
raksaji,/ɾaksaɟi/,v.,convict
rali,/ɾaʎi/,nan.,adult
ram,/ɾam/,nin.,beam
ramc'em,/ɾamʧem/,adj.,nice
ramus,/ɾamus/,v.,concentrate; focus
ran,/ɾan/,adj.,gray
raoimo,/ɾaoɟmo/,adj.,soft; gentle
rapigur,/ɾapiɣuɾ/,v.,deny; refuse; contradict; veto
rapobse,/ɾapobse/,nin.,morning
raselov,/ɾaseʎov/,v.,paralyze
rashud,/ɾaʃud/,nin.,sphere
ratseub,/ɾatseub/,nin.,post
ravo,/ɾavo/,nin.,porch; veranda; terrace
ravu,/ɾavu/,nin.,cereal
re,/ɾe/,nin.,violence
reb,/ɾeb/,v.,work (be employed); work (toil)
reb,/ɾeb/,nin.,work
rebelas,/ɾebeʎas/,nin.,molecule
rebip,/ɾebip/,nin.,flesh
rebkso,/ɾebkso/,nin.,frenzy
red,/ɾed/,nin.,platform; balcony
rehui,/ɾehuɟ/,nin.,ferry
rei,/ɾeɟ/,num.,eight
remkukso,/ɾemkukso/,v.,launch; cast
repe,/ɾepe/,nin.,chin
repu,/ɾepu/,conj.,yet; still
reshab,/ɾeʃab/,v.,swear
retubli,/ɾetubʎi/,nin.,accessory
reve,/ɾeve/,v.,read
revh,/ɾeɸ/,adj.,violent
revhevoz,/ɾeɸevoθ/ [ɾeɸevos],nin.,climate
revhlui,/ɾeɸʎuɟ/,nin.,grass; pasture; hay
revhma,/ɾeɸma/,v.,celebrate; praise; admire
ri,/ɾi/,prep.,over
riagshaz,/ɾiaɣʃaθ/ [ɾiaɣʃas],v.,fry; simmer
ribal,/ɾibaʎ/,nan.,nurse
ribii,/ɾibiɟ/,nan.,shrimp
ribo,/ɾibo/,nin.,twin
rii,/ɾiɟ/,det.,with/using the; with/using some
riip,/ɾiip/,nin.,wire; thread
rikseksi,/ɾikseksi/,v.,appreciate
rilrebon,/ɾiʎɾebon/ [ɾiʎɯebon],nin.,compound
rimpa,/ɾimpa/,v.,obey
rimsoksu,/ɾimsoksu/,nan.,dwarf
rinu,/ɾinu/,v.,spit
rinu,/ɾinu/,nin.,saliva
rinvhujel,/ɾinɸuɟeʎ/,v.,bring; fetch; deliver
rinzëii,/ɾinθeiɟ/,nin.,cart
rit,/ɾit/,prep.,across
riti,/ɾiti/,nin.,demise
riwe,/ɾiwe/,nin.,dust
ro,/ɾo/,nin.,space (beyond Earth)
roalnet,/ɾoaʎnet/,nin.,stereotype
roas,/ɾoas/,v.,recommend; advise
roc / elorec,/ɾoc / eʎoɾec/ [ɾos / eʎoɾes],pron.,he; him; his; she; her; hers
rodesksi,/ɾodesksi/,v.,exert
roditab,/ɾoditab/,adj.,arrogant
roidu,/ɾoɟdu/,v.,arouse
rojog,/ɾoɟoɣ/,nin.,prejudice; bias
rokse,/ɾokse/,nin.,cream; milk
rolizkso,/ɾoʎiθkso/,adj.,fluent
rolsoaz,/ɾoʎsoaθ/ [ɾoʎsoas],v.,expel; fire (from job)
rom,/ɾom/,nin.,copper; bronze
romjemes,/ɾomɟemes/,v.,haunt
roshis,/ɾoʃis/,nin.,idea; concept; theory
rotez,/ɾoteθ/ [ɾotes],nin.,lump; knot
rovhdukon,/ɾoɸdukon/,nin.,tub; basin; bath; valley; reservoir
rovhokzob,/ɾoɸokθob/,v.,decorate
ruash,/ɾuaʃ/,v.,like; enjoy
rubdar,/ɾubdaɾ/,nin.,marathon
rubeshi,/ɾubeʃi/,adj.,hot (attractive)
rud,/ɾud/,det.,few
ruiro,/ɾuɟɾo/ [ɾuɟɯo],v.,groan; moan
ruize,/ɾuɟθe/,nin.,interview
rukse,/ɾukse/,nin.,structure
rul,/ɾuʎ/,nin.,coast; rib
rulokbad,/ɾuʎokbad/,nin.,shower
rumzitai,/ɾumθitaɟ/,v.,travel
rupes,/ɾupes/,v.,prosecute
rur,/ɾuɾ/,v.,mourn
rurkaim,/ɾuɾkaim/,nin.,laboratory
rutiim,/ɾutiim/,v.,block; deter
rutshir,/ɾutʃiɾ/,v.,waste
rutu,/ɾutu/,nin.,date
ruvhshivei,/ɾuɸʃiveɟ/,adv.,when
ruvhsiiz,/ɾuɸsiiθ/ [ɾuɸsiis],adv.,else; otherwise
ruvhvhi,/ɾuɸɸi/,v.,cough
saajuz,/saaɟuθ/ [saːɟus],nin.,snack
sabas,/sabas/,nan.,worm
sadksu,/sadksu/,v.,drag; tow
said,/said/,nin.,vagina
sakoz,/sakoθ/ [sakos],conj.,though
sal,/saʎ/,nin.,choir
salatguz,/saʎatɣuθ/ [saʎatɣus],adj.,pregnant
salksuma,/saʎksuma/,nin.,tooth; fang; tusk
salksuma ashvic'ai,/saʎksuma aʃviʧaɟ/,nan.,dentist
sam,/sam/,nin.,erection
saokek,/saokek/,nin.,path; track; avenue
saram,/saɾam/,nin.,foot
saram mod,/saɾam mod/,nin.,footprint
saram möit,/saɾam moit/,nin.,toe
saroi / alöih,/saɾoɟ / aʎöih/ [saɾoɟ / aʎöi],pron.,it; its
sasib,/sasib/,nin.,mouth
satoz,/satoθ/ [satos],nin.,toast
satuwe,/satuwe/,nin.,article (text)
saum,/saum/,v.,punish; abuse; violate
saumo,/saumo/,nin.,abuse
savezul,/saveθuʎ/,nan.,eel
se,/se/,adj.,cold
seb,/seb/,num.,ten
seblez,/sebʎeθ/ [sebʎes],v.,shine; seem
sebleza,/sebʎeθa/,adj.,shiny
seboz,/seboθ/ [sebos],v.,embrace
sec'o,/seʧo/,nin.,amount; quantity
sed,/sed/,det.,with/using the; with/using a
sedejel,/sedeɟeʎ/,v.,invest
seesh,/seeʃ/,v.,can
seezshi,/seeθʃi/,nan.,queen
seise,/seɟse/,v.,rotate; revolve
seishi,/seɟʃi/,nin.,soul; spirit
sel,/seʎ/,adj.,awful; terrible
sem,/sem/,nin.,stand
sepom,/sepom/,nin.,tablet; slab
serinkez,/seɾinkeθ/ [seɾinkes],nin.,spark
sesum,/sesum/,nan.,bastard
set,/set/,v.,slash
seuked,/seuked/,nin.,east
seuvhgas,/seuɸɣas/,nin.,future
sevha,/seɸa/,nin.,door
sevhbamu,/seɸbamu/,nin.,atom
sevhsur,/seɸsuɾ/,nin.,abdomen; midriff
sezet,/seθet/,nin.,offer
sezet,/seθet/,v.,offer
sha,/ʃa/,v.,worry
sha,/ʃa/,det.,to the; to some
shaam,/ʃaam/ [ʃaːm],adv.,then
shaasksa,/ʃaasksa/ [ʃaːsksa],nin.,birth
shabouv,/ʃabouv/,v.,radiate
shadc'aikso,/ʃadʧaɟkso/,nin.,cork
shaewen,/ʃaewen/,nin.,whiskey
shai,/ʃaɟ/,v.,rest
shai,/ʃai/,part.,have to
shairel,/ʃaɟɾeʎ/ [ʃaɟɯeʎ],nin.,constitution
shaksuiv,/ʃaksuiv/ [ʃaksuiɸ],nin.,cylinder
shal,/ʃaʎ/,adj.,sour; bitter
shanasu,/ʃanasu/,nin.,fuse
shanzu,/ʃanθu/,adj.,stupid; dumb
sharukak,/ʃaɾukak/,nan.,fly
sharukakan,/ʃaɾukakan/,nin.,flight
shasei,/ʃaseɟ/,adj.,swift
shasmu,/ʃasmu/,v.,sneeze
shat,/ʃat/,v.,choke
shavaz,/ʃavaθ/ [ʃavas],nin.,accident
shavhak,/ʃaɸak/,v.,elaborate
shaz,/ʃaθ/ [ʃas],nin.,beer
she,/ʃe/,adj.,middle
she,/ʃe/,part.,manner indicator particle: {adv} + part
she c'ibab,/ʃe ʧibab/,nin.,middle class
shebtol,/ʃebtoʎ/,nin.,tab
sheebez,/ʃeebeθ/ [ʃeebes],nin.,emphasis
sheebeza,/ʃeebeθa/,v.,emphasize
shekabav,/ʃekabav/ [ʃekabaɸ],nin.,metropolis
sheksawe,/ʃeksawe/,adj.,plausible
shekso,/ʃekso/,adj.,deliberate
shel,/ʃeʎ/,v.,pray
shem,/ʃem/,v.,discuss; debate
sheman,/ʃeman/,nin.,discussion
shemedvhe,/ʃemedɸe/,v.,exploit
sheojar,/ʃeoɟaɾ/,v.,wear; put on
sheov,/ʃeov/,v.,disguise; deceive
sher,/ʃeɾ/,adj.,intimate
shetuv,/ʃetuv/,nin.,wine
shetuvui,/ʃetuvuɟ/,nin.,winery
shetzoshu,/ʃetθoʃu/,adj.,sad
shetzoshuob,/ʃetθoʃuob/,nin.,sadness
shibec'a,/ʃibeʧa/,nin.,chaos
shibksu,/ʃibksu/,nin.,mound
shid,/ʃid/,nin.,shade; shadow; hue
shideep,/ʃideep/,nin.,art; craft
shidiles,/ʃidiʎes/,v.,pause; halt
shiime,/ʃiɟme/,nan.,bachelor
shijevhril,/ʃiɟeɸɾiʎ/ [ʃiɟeɸɯiʎ],nin.,piano
shiksaod,/ʃiksaod/,nin.,urge
shil,/ʃiʎ/,v.,resist; withstand; prevent
shilksipe,/ʃiʎksipe/,adv.,etcetera
shipud,/ʃipud/,nin.,flavor
shirnu,/ʃiɾnu/,nin.,volcano
shisatgam,/ʃisatɣam/,nan.,parent
shisis,/ʃisis/,nin.,compass
shisur,/ʃisuɾ/,v.,manufacture
shitmakot,/ʃitmakot/,v.,inspire; influence; impress; arouse; encourage
shiz,/ʃiθ/ [ʃis],nin.,election
shiza,/ʃiθa/,v.,elect
shizpi,/ʃiθpi/,nin.,well
sho,/ʃo/,v.,crash; collide
shoashvu,/ʃoaʃvu/,v.,brace
shobksora,/ʃobksoɾa/,nin.,hospital
shokigii,/ʃokiɣiɟ/,nin.,academy
shon,/ʃon/,nin.,thigh
shor,/ʃoɾ/,nin.,storm; turmoil
shoragkse,/ʃoɾaɣkse/,v.,compare; contrast
shos,/ʃos/,nin.,biscuit
shot,/ʃot/,v.,betray
shova,/ʃova/,v.,soak
shovunip,/ʃovunip/,nin.,log
shozovhun,/ʃoθoɸun/,nin.,compliment
shozpotkud,/ʃoθpotkud/,nin.,spell (of magic)
shu,/ʃu/,prep.,during
shubap,/ʃubap/,nin.,vanilla
shubzetjis,/ʃubθetɟis/,nin.,series
shuepve,/ʃuepve/,nin.,crystal
shujud,/ʃuɟud/,conj.,since; because
shujunvho,/ʃuɟunɸo/,v.,spawn
shukse,/ʃukse/,nin.,source; origin; fountain; resource
shum,/ʃum/,adj.,compact
shumovhur,/ʃumoɸuɾ/,nan.,bitch
shumumvu,/ʃumumvu/,nan.,pest
shuntel,/ʃunteʎ/,nin.,spice
shurah,/ʃuɾah/ [ʃuɾa],nin.,vein
shurbaruz,/ʃuɾbaɾuθ/ [ʃuɾbaɾus],nin.,harbor; port
shurgo,/ʃuɾɣo/,nin.,book; novel; fiction; magazine
shurgoui,/ʃuɾɣouɟ/,nin.,library
shurpad,/ʃuɾpad/,nin.,vase; urn
shusavhi,/ʃusaɸi/,nin.,policy
shusir,/ʃusiɾ/,prep.,versus
shusksaas,/ʃusksaas/ [ʃusksaːs],nin.,noise
shutmod,/ʃutmod/,nin.,guide
shuturga,/ʃutuɾɣa/,v.,embark
shuur,/ʃuuɾ/ [ʃuːɾ],nin.,north
si,/si/,num.,three
siaipu,/siaɟpu/,v.,involve; entail
sibksiksu,/sibksiksu/,nin.,census
sid,/sid/,nin.,tent; canvas; camp
sidsi,/sidsi/,adj.,powerful
sidsiob,/sidsiob/,nin.,power
sidvet,/sidvet/,v.,chew
sii,/siɟ/,nin.,midnight
siil,/siiʎ/,v.,dangle
siittul,/siittuʎ/ [siituʎ],adv.,behind
siizeg,/siiθeɣ/,nin.,olive
sim,/sim/,nin.,shit
simis,/simis/,v.,please; satisfy
simisan,/simisan/,nin.,pleasure
sin,/sin/,nin.,fear
sinorkub,/sinoɾkub/,nan.,cow
sinvhe,/sinɸe/,v.,quit; surrender; give up
sinvim,/sinvim/,v.,screw
siop,/siop/,nan.,character; persona
sipo,/sipo/,v.,gamble
siram,/siɾam/,pron.,someone; somebody
sis,/sis/,v.,grind; crumble; deteriorate
siskseha,/siskseha/,nin.,inn; lodge
sitgajas,/sitɣaɟas/,nan.,aunt
sivilob,/siviʎob/,nan.,buffalo
so,/so/,v.,evaporate
sob,/sob/,nin.,characteristic
